Nome: MACAE
Codigo Estacao: A608
Latitude: -22.3761111
Longitude: -41.81194444
Altitude: 28
Situacao: Operante
Data Inicial: 2006-09-21
Data Final: 2023-09-28
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2014-08-13;0;1013,191667;17,033333;30,2;22,275;16,6;74,875;42;15,1;3,029167;
2014-08-14;13;1023,216667;15,345833;20,4;16,633333;15,4;92,333333;86;12;2,270833;
2014-08-15;,8;1025,945833;15,833333;21,4;18,15;15,6;86,916667;67;6;1,245833;
2014-08-16;4,2;1025,129167;16,654167;22,6;18,754167;17;87,875;72;6,8;1,508333;
2014-08-17;,2;1021,720833;16,870833;23,1;20,070833;17,2;82,416667;65;9,5;2,795833;
2014-08-18;0;1017,270833;18,158333;26,8;21,691667;18,7;81,166667;59;7,8;2,895833;
2014-08-19;0;1017,858333;17,470833;25,9;21,041667;18,4;80,708333;59;6,8;1,208333;
2014-08-20;0;1019,441667;17,529167;25,6;20,883333;17,7;81,833333;62;7;1,195833;
2014-08-21;0;1018,733333;17,154167;26,3;20,7125;16,4;81,458333;54;11,1;2,275;
2014-08-22;,2;1015,254167;17,545833;30,8;22,4875;18,1;76,291667;35;7,1;2,2375;
2014-08-23;0;1014,433333;17,758333;27,3;20,716667;15;83,875;56;9,4;2,670833;
2014-08-24;,2;1013,5875;17,108333;29,6;22,654167;18,6;73,416667;37;10,6;4,2;
2014-08-25;0;1011,441667;14,891667;33,2;23,379167;17,3;64,583333;20;9,2;3,5875;
2014-08-26;0;1009,916667;15,729167;34,6;23,7125;17,8;66,25;21;12,8;3,4625;
2014-08-27;0;1012,091667;18,108333;27,3;21,370833;18,6;82,25;58;11,6;1,9625;
2014-08-28;1,4;1015,5875;15,975;20;18,479167;18,1;85,5;76;8;1,879167;
2014-08-29;2,2;1018,220833;15,104167;20,2;18,141667;16,5;82,708333;70;6,3;1,204167;
2014-08-30;0;1018,658333;16,104167;21,7;18,725;17;85,083333;68;7,3;1,816667;
2014-08-31;,2;1013,683333;17,3625;28,8;21,9625;18;77,375;45;13,3;4,525;
2014-09-01;1,2;1009,05;17,795833;32;24,279167;19,7;70,125;38;9,7;1,445833;
2014-09-02;0;1011,8;17,166667;27;22,05;18,5;74,5;57;8,3;1,679167;
2014-09-03;,4;1009,845833;17,645833;30,6;23,129167;19,3;73,166667;42;14,6;2,704167;
2014-09-04;1,8;1016,9;16,533333;22,5;20,3625;19,1;79;64;13,2;2,791667;
2014-09-05;1,2;1022,808333;12,658333;24,2;19,829167;17;65,166667;36;8,5;2,7625;
2014-09-06;,2;1021,554167;12,620833;24,4;19,916667;16,4;64,458333;37;14,4;3,858333;
2014-09-07;0;1018,9125;13,070833;27,1;21;15,9;63,75;34;13,7;4,8125;
2014-09-08;0;1018,5875;14,004167;29;21,445833;17;65,083333;33;12,6;5,283333;
2014-09-09;0;1017,570833;16,220833;28,4;22,566667;18;69,583333;43;15,4;5,408333;
2014-09-10;0;1014,295833;15,8;31;23,254167;18,1;66,541667;29;14,6;6,15;
2014-09-11;0;1012,595833;16,625;32,8;23,925;18,8;66,5;32;11,9;5,441667;
2014-09-12;0;1015,6375;17,858333;27,1;21,775;18;79,25;56;9,1;1,508333;
2014-09-13;,2;1017,170833;17,3125;29,4;21,6625;16,9;78,666667;36;16,1;4,045833;
2014-09-14;0;1016,658333;17,095833;29,5;22,4625;18,7;74,041667;34;14;4,825;
2014-09-15;0;1012,529167;15,641667;32,8;23,633333;18;65,291667;24;12,6;5,6;
2014-09-16;0;1010,270833;17;33,7;23,541667;18,3;70,083333;27;11,5;2,95;
2014-09-17;0;1016,479167;17,445833;25,5;22,045833;20,5;75,791667;54;8,6;1,466667;
2014-09-18;0;1015,979167;18,691667;25;21,466667;19,2;84,375;71;10,7;2,391667;
2014-09-19;0;1011,120833;18,25;30,7;24,4625;20,2;70,083333;43;12,8;5,216667;
2014-09-20;0;1009,008333;18,204167;33,9;24,879167;21;68,958333;33;8,8;2,5375;
2014-09-21;0;1009,783333;18,508333;25,9;22,145833;20,9;80,416667;65;11,7;1,858333;
2014-09-22;2;1016,1125;14,908333;27,7;21,225;18,3;69,041667;40;14,1;3,154167;
2014-09-23;0;1018,070833;15,104167;24,4;19,654167;14,4;76,416667;52;14,1;3,716667;
2014-09-24;0;1014,670833;14,841667;31,4;23,25;18,5;63,666667;27;14,1;5,416667;
2014-09-25;0;1013,354167;16,1125;32,3;22,7625;17;68,5;25;12,9;4,008333;
2014-09-26;0;1010,383333;16,420833;33,6;24,75;19,9;62,958333;29;11,8;4,845833;
2014-09-27;0;1013,166667;18,6375;30,1;24,2375;20,7;72,291667;47;6,5;1,1125;
2014-09-28;0;1015,016667;19,695833;28,5;23,625;21,5;79,25;57;7,4;1,616667;
2014-09-29;0;1010,808333;19,516667;35,3;26,716667;22,3;67,25;33;12,9;5,1875;
2014-09-30;0;1010,383333;20,5625;31,5;25,125;21,4;77,375;48;10;1,2125;
2014-10-01;2;1009,729167;20,995833;33,4;24,9375;21,9;79,916667;50;9,6;1,7375;
2014-10-02;0;1016,825;17,879167;26,7;22,65;22,1;74,458333;58;13,3;2,845833;
2014-10-03;,4;1023,395833;13,191667;25,7;19,808333;16,3;67,333333;44;10,3;2,291667;
2014-10-04;,8;1023,245833;11,708333;25,4;19,329167;15,1;63;35;9;1,808333;
2014-10-05;,2;1022,875;11,920833;25,4;18,975;13,5;65,958333;40;7,9;1,875;
2014-10-06;1,4;1021,75;13,45;24,5;18,883333;14,7;72,458333;46;11,6;2,9875;
2014-10-07;0;1018,6875;14,3375;27,8;20,6125;15,8;68,625;36;13,1;4,145833;
2014-10-08;0;1015,7375;16,104167;29,1;21,754167;17,9;72,125;39;14,5;4,741667;
2014-10-09;0;1014,320833;16,225;30;22,554167;18,3;70,5;34;14,9;5,3;
2014-10-10;0;1013,429167;17,070833;32,2;23,479167;19,2;69,75;32;13,9;5,625;
2014-10-11;0;1012,016667;17,929167;34,4;24,395833;18,4;70,208333;33;10,1;3,604167;
2014-10-12;0;1013,491667;19,370833;30,5;23,666667;20,1;78,083333;50;9;1,9875;
2014-10-13;0;1010,1375;18,4;39,3;27,05;20,1;65,125;19;9,7;3,916667;
2014-10-14;0;1011,1625;19,345833;28,4;23,308333;20;79,708333;55;10,5;2,054167;
2014-10-15;0;1014,791667;19,4625;29,9;23,933333;20,6;77,291667;49;9,1;1,945833;
2014-10-16;0;1015,45;19,633333;29;23,854167;21,1;77,791667;58;13;3,033333;
2014-10-17;0;1010,520833;19,204167;34,1;25,379167;21,1;70,708333;39;13,7;5,570833;
2014-10-18;0;1009,754167;20,175;30,4;25,095833;20,6;75,333333;55;8,9;1,975;
2014-10-19;0;1007,045833;20,341667;31,8;26,2;22,3;71,416667;51;12,1;4,558333;
2014-10-20;1,6;1009,766667;20,475;34,1;24,641667;22,5;78,25;47;12;2,529167;
2014-10-21;7,8;1015,508333;18,825;23,4;20,6125;20,2;89,583333;70;7,5;1,35;
2014-10-22;7,8;1018,63913;16,143478;23,7;20,06087;17,6;79,434783;57;6,1;1,477273;
2014-10-23;0;1017,804167;15,933333;25,9;20,416667;15,6;77;51;11,4;3,016667;
2014-10-24;0;1013,383333;17,666667;26;22;18,3;77,083333;60;14,6;4,4875;
2014-10-25;0;1010,575;18,1875;28,6;22,7375;19,1;76,541667;53;11,4;3,9;
2014-10-26;0;1009,954167;19,691667;27,8;23,554167;21,2;79,916667;53;6;1,420833;
2014-10-27;6;1012,433333;18,954167;28;22,295833;19,1;82,5;55;11;1,85;
2014-10-28;0;1013,729167;16,616667;28,5;21,75;15,9;75,041667;42;8,5;2,075;
2014-10-29;0;1010,783333;18,566667;30,5;23,758333;19,4;74,458333;45;14,8;4,416667;
2014-10-30;0;1008,15;18,525;34,4;25,641667;20,4;68,041667;32;16,8;6,233333;
2014-10-31;0;1010,016667;19,5625;33,5;26,720833;22,9;66,375;43;17,2;6,966667;
2014-11-01;0;1012,233333;18,9875;33,5;25,995833;22,1;67,083333;40;14;6,495833;
2014-11-02;0;1011,841667;18,8875;31,4;24,8625;22,1;70,625;47;13,7;5,891667;
2014-11-03;0;1010,816667;18,65;27,3;23,3625;20,5;75,458333;54;14,6;4,883333;
2014-11-04;0;1008,791667;17,7375;34,3;25,516667;21;65,083333;29;15,2;6,15;
2014-11-05;0;1009,604167;18,575;35,2;25,820833;21,3;67,5;32;13,2;4,054167;
2014-11-06;0;1014,2375;20,266667;31;24,808333;21,7;76,791667;53;8;1,525;
2014-11-07;3;1011,054167;19,6125;32,8;25,1625;20,6;73,083333;46;13,6;4,729167;
2014-11-08;0;1006,433333;19,895833;36,2;26,2;22,3;71,791667;33;11,2;3,5625;
2014-11-09;10,8;1009,183333;20,491667;27,3;23,045833;20,7;85,875;70;8,9;1,6875;
2014-11-10;0;1010,5;19,2;28,5;23,358333;20,9;78,333333;56;8,3;1,833333;
2014-11-11;0;1010,645833;18,379167;28,3;22,708333;19,3;77,666667;54;8,5;1,754167;
2014-11-12;0;1006,695833;19,604167;26,3;23,408333;20,4;79,625;67;15,5;4,816667;
2014-11-13;,2;1003,283333;19,941667;35;27,229167;22;67,958333;34;10,7;3,145833;
2014-11-14;0;1007,395833;20,279167;27,6;23,604167;23,2;81,958333;64;11,2;1,945833;
2014-11-15;2,8;1012,375;16,633333;23,4;20,766667;19,6;77,625;62;10,4;2,9625;
2014-11-16;1,8;1013,958333;16,445833;27;21,533333;17,9;74,333333;45;8,5;1,770833;
2014-11-17;,2;1014,545833;14,279167;27,9;21,575;15,1;66,75;39;8,9;1,754167;
2014-11-18;0;1014,379167;13,8125;28,3;22,429167;17,1;60,25;35;9,2;1,85;
2014-11-19;0;1013,920833;15,983333;26,8;22,391667;18,2;67,625;51;15,2;3,9875;
2014-11-20;0;1013,145833;16,1625;26,9;22,704167;19;67,875;40;14,5;4,691667;
2014-11-21;0;1011,491667;18,654167;30,4;24,0375;19,2;72,708333;52;14,5;4,35;
2014-11-22;0;1008,179167;20,425;35,6;27,5375;23,1;67,458333;32;13,9;5,195833;
2014-11-23;0;1008,554167;21,3125;33,3;25,708333;23,5;77,958333;47;10,5;2,220833;
2014-11-24;12,4;1011,779167;21,666667;27,5;23,891667;22;87,875;70;5,2;1,133333;
2014-11-25;0;1008,825;21,825;32,7;25,445833;22,6;81,375;50;12,2;3,416667;
2014-11-26;,2;1005,570833;20,858333;33,3;27,4875;23,9;69;44;10,9;4,829167;
2014-11-27;1;1007,216667;22,116667;32,5;25,7125;23,3;82,208333;50;9,3;1,891667;
2014-11-28;50,4;1010,7875;21,304167;26,9;23,3;22;88,791667;73;12,4;1,9625;
2014-11-29;1,6;1014,345833;20,3;26,5;22,558333;21;87,333333;68;9,2;1,408333;
2014-11-30;1,2;1014,5;20,741667;26,5;22,491667;20,9;90;73;7,9;1,4375;
2014-12-01;4,6;1013;21,016667;30,3;25,158333;22;79,083333;47;14,6;4,495833;
2014-12-02;0;1012,35;19,245833;32,3;25,679167;21,3;70,375;37;14,1;5,441667;
2014-12-03;0;1010,433333;19,9125;32,1;25,229167;22,3;73,791667;44;13,2;5,379167;
2014-12-04;0;1008,116667;19,433333;32,3;25,341667;22;71,25;48;10;3,825;
2014-12-05;1;1011,425;20,575;24,7;22,6375;21,7;88,375;72;8,3;1,408333;
2014-12-06;3,6;1013,654167;20,491667;28,4;23,879167;21,1;82,166667;59;8,3;1,954167;
2014-12-07;0;1014,108333;21,116667;29,2;24,325;21,6;82,916667;63;12,3;3,566667;
2014-12-08;0;1012,8125;21,329167;27,9;24,575;21,6;82,541667;69;13,9;3,816667;
2014-12-09;0;1010,383333;20,9625;32,5;25,854167;22,7;75,666667;51;13,2;4,904167;
2014-12-10;0;1009,995833;19,858333;33,6;25,8375;22;71,458333;40;12,6;4,945833;
2014-12-11;0;1009,870833;19,833333;32,8;25,770833;22,2;71,083333;43;10,8;4,808333;
2014-12-12;0;1009,0875;20,283333;33,9;26,483333;22,7;70,041667;44;12,4;5,075;
2014-12-13;0;1006,258333;20,220833;35,5;27,254167;22,8;67,958333;34;11,7;4,875;
2014-12-14;15,8;1005,95;21,925;27,6;23,870833;22,3;89,083333;71;11,4;1,633333;
2014-12-15;20;1011,008333;20,033333;28,3;24,0125;21,3;79,625;55;12,7;2,2875;
2014-12-16;0;1013,495833;17,995833;29,3;23,483333;18,8;72,75;49;8,6;1,954167;
2014-12-17;,2;1010,966667;17,608333;29,1;22,816667;17;74,916667;37;9,4;2,329167;
2014-12-18;0;1006,433333;19,758333;32,9;25,9875;20,1;70,208333;42;12,2;4,0625;
2014-12-19;0;1006,291667;21,208333;30,3;25,504167;21,8;78,208333;56;9,1;1,558333;
2014-12-20;0;1006,004167;21,879167;34,5;27,104167;22,8;74,833333;42;7,9;2,65;
2014-12-21;0;1005,895833;21,141667;37,3;29,9;24,3;62,166667;36;9;2,966667;
2014-12-22;0;1006,1875;21,2625;37,6;29,908333;26;62,291667;34;11;3,566667;
2014-12-23;,2;1009,479167;22,3;32,6;26,270833;23,2;79,916667;54;8;1,5125;
2014-12-24;,6;1011,433333;21,9375;32,8;26,175;22,4;78,5;55;8,5;1,633333;
2014-12-25;0;1014,354167;21,079167;31,5;25,966667;22,7;75,916667;48;11,4;3,429167;
2014-12-26;0;1015,3125;21,183333;31,6;25,866667;23,1;76,958333;53;14,6;4,195833;
2014-12-27;0;1012,933333;19,583333;31,7;25,158333;22;73,166667;42;14,5;4,641667;
2014-12-28;0;1008,120833;20,083333;34,7;27,05;22,3;68;41;9,7;3,933333;
2014-12-29;0;1006,170833;20,775;37,6;27,5625;22;68,875;35;7,4;2,025;
2014-12-30;0;1007,3375;21,029167;34,4;27,870833;23,4;67,958333;42;11,3;1,9625;
2014-12-31;0;1007,004167;20,345833;38,8;29,141667;24,3;61,875;29;10,7;3,9;
2015-01-01;0;1007,3875;20,145833;37,7;28,466667;23;63,041667;34;11,6;4,083333;
2015-01-02;0;1006,945833;20,591667;36,1;28,966667;23,5;62,75;31;8,3;2,879167;
2015-01-03;0;1010,020833;22,4125;35,8;28,504167;24,3;71,083333;47;10,1;1,979167;
2015-01-04;0;1011,720833;21,258333;32,9;26,829167;24;73,541667;46;9,9;2,183333;
2015-01-05;0;1012,95;20,920833;32,9;26,116667;22,7;74,583333;49;9,4;2,1375;
2015-01-06;0;1014,641667;21,254167;30,1;25,445833;23,9;77,916667;60;12,8;3,875;
2015-01-07;0;1013;19,170833;33,8;26,341667;22,2;67,583333;34;13,4;4,6625;
2015-01-08;0;1012,45;18,233333;35,1;26,233333;22,3;64,125;27;14,5;5,308333;
2015-01-09;0;1011,2875;18,6375;37;27,625;22,6;61,083333;27;13,9;5,054167;
2015-01-10;0;1010,420833;18,95;36,7;27,683333;22,8;62,166667;26;11,6;4,945833;
2015-01-11;0;1010,05;19,829167;35,3;27,370833;22;65,75;38;11,1;4,045833;
2015-01-12;0;1009,683333;20,379167;38,3;28,05;22,1;66,416667;30;10,7;3,6625;
2015-01-13;0;1009,6375;20,608333;34,8;27,883333;23,3;66,583333;43;12;4,170833;
2015-01-14;0;1011,008333;19,275;34,1;26,8375;24;64,75;39;13,3;5,941667;
2015-01-15;0;1010,7;19,895833;36,2;26,85;22,7;67,916667;34;10,9;4,041667;
2015-01-16;0;1012,445833;19,725;33;25,895833;22;70,833333;40;14,9;4,4375;
2015-01-17;0;1010,679167;19,516667;34,5;26,608333;22,5;67,333333;37;14;4,595833;
2015-01-18;0;1009,6125;20,345833;36,4;27,383333;22,6;68;35;11,7;4,025;
2015-01-19;0;1010,4625;19,5625;33,7;26,729167;22,4;66,583333;41;13,6;4,929167;
2015-01-20;0;1008,458333;19,183333;34,7;27,279167;23,1;63,708333;36;13,1;4,779167;
2015-01-21;0;1008,495833;19,958333;34;27,266667;21,7;66,25;40;9,7;2,404167;
2015-01-22;0;1010,420833;20,9375;33,1;27,191667;24,3;69,583333;50;8,2;1,275;
2015-01-23;0;1011,766667;20,829167;33,1;25,858333;22,1;75,458333;46;14,5;3,1875;
2015-01-24;0;1010,995833;20,041667;35,1;26,116667;22,7;71,041667;35;11,7;2,908333;
2015-01-25;0;1010,2375;19,629167;34,7;27,1875;23,5;65,291667;34;10,9;4,35;
2015-01-26;0;1009,3875;20,408333;36,2;26,766667;23,2;69,916667;36;9,5;2,9375;
2015-01-27;0;1010,366667;21,0375;33,3;26,508333;22,3;73,25;48;11,5;3,216667;
2015-01-28;0;1010,345833;20,583333;32,1;26,391667;23;71,791667;48;15,3;4,3;
2015-01-29;0;1008,425;20,645833;37,8;28,720833;23,9;64,083333;35;11;4,35;
2015-01-30;0;1008,745833;20,908333;35,9;27,745833;23,2;67,833333;42;7,1;1,5625;
2015-01-31;0;1012,325;22,195833;31,8;26,408333;23,4;78,625;58;7,4;1,2;
2015-02-01;,4;1012,3625;21,345833;33,9;26,679167;24;74,5;37;13,3;3,833333;
2015-02-02;0;1011,6125;20,866667;33,6;26,791667;23,8;71,625;44;9,5;2,470833;
2015-02-03;1,8;1009,441667;20,225;35,2;27,004167;22,6;69;32;10,6;2,333333;
2015-02-04;1,8;1006,570833;20,170833;35,3;26,558333;21,6;71,291667;33;14,2;2,75;
2015-02-05;11,8;1004,904167;21,4;26,1;23,566667;21,1;87,666667;81;8,7;2,779167;
2015-02-06;8,8;1003,254167;20,433333;30,5;26,6875;23,7;69,458333;52;9;2,804167;
2015-02-07;0;1004,9625;21,6;31,4;25,316667;22,9;80,666667;58;14;2,066667;
2015-02-08;40,2;1008,166667;21,683333;31;24,0875;21;86,75;65;7;1,220833;
2015-02-09;,6;1009,0125;21,345833;34,8;26,333333;21,6;76,583333;40;12,2;2,658333;
2015-02-10;,6;1010,183333;21,408333;34,7;27,016667;24,2;73,041667;44;13,8;4,641667;
2015-02-11;0;1011,7125;20,7625;34,3;26,75;23,2;71,166667;41;12;5,1;
2015-02-12;0;1011,754167;21,129167;35,3;27,254167;23,1;71,125;43;11,7;4,1;
2015-02-13;0;1011,008333;21,570833;36,5;28,2625;23,7;69,25;43;11,6;4,008333;
2015-02-14;0;1010,566667;21,104167;33;26,891667;22,7;71,625;50;9,2;2,95;
2015-02-15;0;1009,204167;20,616667;34,8;26,745833;22;70,833333;39;11,9;4,008333;
2015-02-16;0;1010,270833;20,366667;31,5;26,141667;22,1;71,958333;51;9,7;1,4;
2015-02-17;1;1009,1875;21,195833;34,5;26,608333;22,6;73,916667;42;12,8;3,704167;
2015-02-18;0;1007,7375;20,391667;36,9;27,891667;23,7;66,458333;28;12,3;3,995833;
2015-02-19;0;1008,5;19,783333;34,9;27,691667;23,9;63,666667;37;12,7;4,6125;
2015-02-20;0;1010,825;19,741667;34,5;26,704167;23;67,541667;32;15,5;4,975;
2015-02-21;0;1013,941667;21,329167;30,4;26,275;23,3;75,25;56;14,4;4,420833;
2015-02-22;0;1014,741667;22,3375;31,9;26,575;23,5;78,708333;54;9,5;2,4125;
2015-02-23;0;1013,9;22,879167;32;26,65;23,8;80,666667;59;12;2,508333;
2015-02-24;0;1013,4625;21,65;31,1;26,370833;23,3;76,5;52;13,7;4,0875;
2015-02-25;0;1012,754167;20,354167;33,9;26,945833;23,4;68,916667;42;12,9;4,133333;
2015-02-26;0;1009,3875;21,383333;34,4;26,566667;22,4;74,833333;45;8,2;1,65;
2015-02-27;1;1006,425;21,125;33;26,308333;21,3;74,833333;50;8;1,675;
2015-02-28;0;1007,8125;21,4875;34,7;26,9;21,6;74,208333;40;12,4;1,845833;
2015-03-01;1,4;1014;19,708333;32,3;26,35;21,8;69,458333;32;9,2;1,65;
2015-03-02;1,2;1014,975;20,416667;29,8;24,870833;21,7;77,416667;55;6,7;1,366667;
2015-03-03;0;1013,225;20,770833;31,7;25,9;21,8;74,75;50;7,7;1,833333;
2015-03-04;0;1012,404167;21,275;31,4;25,345833;22,3;78,916667;57;12;2,2125;
2015-03-05;0;1010,875;21,558333;31,9;26,133333;22,3;77;52;15,5;3,508333;
2015-03-06;0;1009,016667;20,666667;35,3;27,2875;23,1;69,083333;37;13,4;4,516667;
2015-03-07;0;1008,954167;21,870833;31,8;25,983333;22,9;79,125;57;9,5;1,808333;
2015-03-08;27,8;1008,683333;21,833333;34,1;26,683333;22,3;76,833333;42;6,1;2;
2015-03-09;0;1007,7875;21,7375;33,2;27,191667;23,4;73,291667;51;8,3;2,095833;
2015-03-10;,4;1007,05;21,8;30;26,391667;23,9;76,833333;54;8,3;2,004167;
2015-03-11;,4;1006,508333;21,295833;35,1;27,058333;24,2;71,625;42;8,4;2,9625;
2015-03-12;3,6;1007,1375;21,7375;35,4;27,008333;23,3;74,916667;39;7,5;2,1125;
2015-03-13;0;1008,120833;22;34,8;26,966667;23,3;75,875;44;6,3;1,641667;
2015-03-14;0;1009,570833;22,504167;31,5;25,991667;23;81,958333;58;6,4;1,05;
2015-03-15;0;1009,970833;22,079167;31;25,825;23;80,791667;59;9,4;2,291667;
2015-03-16;,2;1008,941667;21,0875;32,3;26,429167;23,4;73,666667;49;10,8;3,55;
2015-03-17;0;1010,758333;21,633333;33;26,1125;22,7;77,625;50;8,1;1,1375;
2015-03-18;0;1012,291667;22,3;32,6;26,391667;22,4;79,333333;54;8,9;1,6;
2015-03-19;0;1012,233333;22,291667;32,2;26,35;22,7;79,583333;53;7,9;1,6125;
2015-03-20;11,8;1010,133333;22,1375;31,1;25,55;21,9;82,291667;58;7;1,333333;
2015-03-21;,2;1007,841667;22,033333;31,8;24,483333;22,8;86,791667;57;10;1,820833;
2015-03-22;6,6;1007,3875;21,854167;31,7;24,929167;22,7;83,916667;48;10,6;1,654167;
2015-03-23;49,4;1012,579167;21,054167;26,8;22,745833;20,9;90,416667;72;6,4;1,204167;
2015-03-24;2,8;1015,05;20,591667;29,7;24,479167;21;79,791667;56;8,2;1,8875;
2015-03-25;0;1015,2375;19,6625;29,1;24,341667;20,2;76,375;55;7,4;1,4875;
2015-03-26;0;1011,3625;19,666667;30,1;23,970833;19;78,166667;54;9,4;2,270833;
2015-03-27;0;1011,458333;21,5625;31,7;25,733333;20,5;78,75;57;7,9;1,6875;
2015-03-28;0;1013,858333;21,758333;31,5;25,616667;21,4;80,416667;53;6,1;1,108333;
2015-03-29;0;1011,266667;21,333333;33,3;26,0875;23;76,583333;43;11,6;2,583333;
2015-03-30;35,4;1009,825;21,508333;30,4;25,854167;22;78,208333;59;10,1;3,516667;
2015-03-31;0;1008,320833;22,620833;36,2;27,6125;24;76,458333;36;9,2;2,641667;
2015-04-01;10;1010,858333;22,195833;25,9;23,608333;22,1;91,875;88;6,6;1,245833;
2015-04-02;10;1013,054167;20,070833;29,3;24,3375;21,6;77,708333;58;8,9;2,070833;
2015-04-03;0;1013,120833;17,945833;29,9;23,633333;19,1;72,625;34;5,9;1,275;
2015-04-04;0;1010,795833;18,420833;28,9;23,516667;18;74,125;55;11,4;2,508333;
2015-04-05;0;1007,154167;19,4875;33,3;26,741667;21,7;66,708333;40;9,8;2,9625;
2015-04-06;1,4;1003,154167;21,608333;33,4;26,229167;24,4;77,041667;46;11,3;2,575;
2015-04-07;7,2;1009,7875;19,379167;26,9;22,4375;20,9;83,041667;65;14,5;3,108333;
2015-04-08;9,8;1015,279167;17,241667;28,1;22,629167;18,4;73,375;46;8,1;1,1375;
2015-04-09;7,8;1016,345833;18,870833;24,1;21,308333;19,4;86,125;70;6,2;1,429167;
2015-04-10;,2;1016,7625;18,216667;28;23,141667;19,2;75,291667;52;6,8;1,391667;
2015-04-11;0;1015,208333;17,833333;28,1;22,7625;18,3;75,083333;54;9,4;2,2125;
2015-04-12;0;1012,9875;18,525;29,3;23,241667;18,7;76,083333;50;7,4;1,779167;
2015-04-13;,2;1014,5875;18,8625;29;23,4375;18,9;77,5;51;7,1;1,370833;
2015-04-14;0;1014,225;19,204167;29,3;24,008333;19,5;75,333333;54;7,3;1,925;
2015-04-15;0;1011,854167;18,629167;31,3;24,845833;20,9;70,25;39;10,5;3,325;
2015-04-16;0;1009,908333;20,779167;31,9;24,908333;21,8;78,916667;47;9,1;2,3625;
2015-04-17;1,2;1012,5375;21,408333;30,1;24,916667;21,5;81,708333;58;7,4;1,5125;
2015-04-18;0;1011,670833;21,375;30,3;24,925;21,7;81,333333;53;13;3,5;
2015-04-19;0;1009,679167;21,7875;28,8;25,029167;21,8;82,541667;66;7,7;1,754167;
2015-04-20;,2;1009,704167;22,016667;30,2;25,241667;21,9;83,208333;62;11,9;2,658333;
2015-04-21;0;1007,475;22,245833;36,2;26,858333;23,8;77,708333;42;8,6;2,558333;
2015-04-22;2;1011,2875;21,645833;27,7;24,395833;23,6;85;70;7,6;1,8125;
2015-04-23;1,8;1014,408333;20,495833;25,7;22,8875;21,4;86,583333;69;6,5;1,541667;
2015-04-24;4,4;1013,841667;20,208333;26,7;23,541667;21;82,25;63;9,4;2,5875;
2015-04-25;,4;1012,2875;19,433333;29,3;24,329167;21,7;75,458333;52;12,1;2,575;
2015-04-26;0;1014,820833;18,295833;28,4;23,45;19,2;73,583333;53;9,3;2,025;
2015-04-27;13,4;1015,179167;19,5125;26,7;22,625;20,2;83,416667;60;5,4;1,341667;
2015-04-28;0;1012,970833;19,008333;27,6;22,516667;18,4;81,791667;58;7,1;1,491667;
2015-04-29;0;1012,454167;19,625;28,3;22,241667;18,5;85,75;60;5,7;1,208333;
2015-04-30;6,2;1014,116667;18,775;25,5;20,445833;18,8;90,333333;71;7,3;1,308333;
2015-05-01;33,2;1014,354167;17,833333;25,7;21,1125;18,2;82,5;56;5,1;1,179167;
2015-05-02;0;1012,920833;18,5125;28,7;22,983333;18,9;77,333333;50;10,1;2,65;
2015-05-03;0;1012,95;19,325;30,8;24,458333;20,5;75,416667;43;11,4;3,975;
2015-05-04;0;1010,8125;18,945833;30;25,154167;21,4;70,375;45;9,6;3,641667;
2015-05-05;12,6;1013,129167;20,729167;24,6;22,358333;21,2;90,5;81;7,7;1,629167;
2015-05-06;7,6;1015,070833;18,866667;25,7;21,8125;20;83,583333;69;5,6;1,366667;
2015-05-07;,2;1013,445833;18,5125;24,7;21,041667;19,5;86;68;4,9;1,245833;
2015-05-08;2,4;1018,358333;17,070833;24,4;20,4625;18,8;81,625;57;8;1,5;
2015-05-09;0;1017,770833;16,279167;25,8;21,183333;17,7;74,75;50;10,3;2,7125;
2015-05-10;0;1013,366667;17,416667;28,5;22,195833;17,6;75,416667;49;9,6;3,183333;
2015-05-11;0;1008,345833;18,358333;29,4;24,033333;21,1;72,291667;45;13,3;2,620833;
2015-05-12;4,8;1010,779167;18,55;27,1;22,429167;19,1;79,625;61;9,2;1,516667;
2015-05-13;,2;1016,483333;17,925;25,6;21,320833;19,7;81,125;65;9,6;2,020833;
2015-05-14;0;1018,791667;17,0625;25,7;20,575;17,4;81,708333;53;4,5;1,025;
2015-05-15;,2;1019,904167;17,070833;26;20,483333;16,5;82,041667;54;6,2;1,266667;
2015-05-16;1,6;1020,8125;18,008333;23,3;20,35;18,4;86,75;70;4,3;1,15;
2015-05-17;,2;1021,016667;18,441667;25,9;21,2375;18,6;84,625;64;8,7;1,725;
2015-05-18;,8;1019,5125;18,9875;25,3;21,995833;19,7;83,625;64;7,2;1,745833;
